tract_geoid,STATEFP,COUNTYFP,centroid_lat,centroid_lon,storm_id,storm_name,storm_time,distance_nm,distance_km,nearest_quadrant,radius_64_nm,within_64kt,storm_tract_id,max_wind_experienced_kt,center_wind_at_approach_kt,distance_to_envelope_edge_nm,nearest_track_point_lat,nearest_track_point_lon,radius_max_wind_at_approach_nm,inside_eyewall,wind_source,first_entry_time,last_exit_time,duration_in_envelope_hours,exposure_window_hours,continuous_exposure,interpolated_points_count,duration_source,lead_time_cat1_hours,lead_time_cat2_hours,lead_time_cat3_hours,lead_time_cat4_hours,lead_time_cat5_hours,max_intensification_rate_kt_per_24h,time_of_max_intensification,cat4_first_time
01069041800,01,069,31.077096924756987,-85.11588478782944,AL142018,MICHAEL,2018-10-11 00:00:00,15.939300779952248,29.519583283768117,SW,,,AL142018_01069041800,79.046353554851,104.2655557911056,5.124436813237553,30.925883440431544,-84.89746531047047,10.0,False,rmw_decay_to_50kt,2018-10-10 20:30:00,2018-10-10 22:15:00,2.0,1.75,True,865,timeline,60.0,48.0,30.0,18.0,6.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005002704,12,005,30.202820956161666,-85.81237892984548,AL142018,MICHAEL,2018-10-10 17:30:00,22.206269867822957,41.12600934223628,NW,25.0,True,AL142018_12005002704,90.18773131805959,139.06724918888492,5.281104600616668,30.03730519299115,-85.48134740350443,10.0,False,rmw_decay_to_64kt,2018-10-10 16:30:00,2018-10-10 18:15:00,2.0,1.75,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12045960100,12,045,30.063916697000316,-85.25205140104305,AL142018,MICHAEL,2018-10-10 18:00:00,11.591253179966557,21.466999608893126,SE,35.0,True,AL142018_12045960100,135.1912676156298,136.24203118450413,24.80468002090175,30.15031279718303,-85.42484360140848,10.0,False,rmw_decay_to_64kt,2018-10-10 15:45:00,2018-10-10 19:45:00,4.25,4.0,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12045960300,12,045,29.82181949257641,-85.20079448836381,AL142018,MICHAEL,2018-10-10 17:30:00,20.894497675443766,38.69660738685235,SE,35.0,True,AL142018_12045960300,112.95353678838651,140.0,16.09504386218621,30.0,-85.5,10.0,False,rmw_decay_to_64kt,2018-10-10 15:15:00,2018-10-10 18:45:00,3.75,3.5,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12045960200,12,045,29.901093451598683,-85.321033519536,AL142018,MICHAEL,2018-10-10 17:30:00,12.26871726003977,22.721663010353982,SE,35.0,True,AL142018_12045960200,136.82914020816048,140.0,23.953671356606417,30.0,-85.5,10.0,False,rmw_decay_to_64kt,2018-10-10 15:00:00,2018-10-10 19:00:00,4.25,4.0,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12013010200,12,013,30.383283064083596,-85.27494764900477,AL142018,MICHAEL,2018-10-10 18:00:00,0.0905689495200529,0.16773368450661746,NE,35.0,True,AL142018_12013010200,136.65505259243514,136.65505259243514,22.164963391368914,30.382423851586278,-85.27370656428643,10.0,True,rmw_plateau,2018-10-10 17:45:00,2018-10-10 20:45:00,3.25,3.0,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12013010300,12,013,30.3740721132942,-85.09381540934478,AL142018,MICHAEL,2018-10-10 18:00:00,9.159539742913733,16.963466592085727,NE,35.0,True,AL142018_12013010300,136.8427672489847,136.8427672489847,24.066668271750856,30.460967137013522,-85.21933044360603,10.0,True,rmw_plateau,2018-10-10 17:45:00,2018-10-10 21:00:00,3.5,3.25,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12013010100,12,013,30.558293392221113,-85.07367796235637,AL142018,MICHAEL,2018-10-10 18:00:00,3.8613154266397802,7.151155743604274,NE,35.0,True,AL142018_12013010100,137.02339645049852,137.02339645049852,27.35050970891659,30.594925046758693,-85.12659035224398,10.0,True,rmw_plateau,2018-10-10 18:15:00,2018-10-10 21:30:00,3.5,3.25,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12063210800,12,063,30.87132464354016,-85.08350130119929,AL142018,MICHAEL,2018-10-10 18:00:00,7.314115639103833,13.54574135568093,NE,35.0,True,AL142018_12063210800,109.50925166040905,109.50925166040905,13.544724725106493,30.801936850071883,-84.98327448841178,10.0,True,rmw_plateau,2018-10-10 19:30:00,2018-10-10 22:30:00,3.0,3.0,False,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12063210900,12,063,30.69995908656743,-84.94824679296335,AL142018,MICHAEL,2018-10-10 18:00:00,5.210775497670516,9.650355646087752,NE,35.0,True,AL142018_12063210900,137.13807842257276,137.13807842257276,24.985016942842037,30.749392843412735,-85.01965110840656,10.0,True,rmw_plateau,2018-10-10 19:00:00,2018-10-10 22:15:00,3.5,3.25,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12063210400,12,063,30.806946372109113,-85.39573473547932,AL142018,MICHAEL,2018-10-10 18:00:00,20.51838386610971,38.00004465351235,NE,35.0,True,AL142018_12063210400,80.29685461360718,137.0397935720929,2.4798948054935757,30.61229189134144,-85.11456715214824,10.0,False,rmw_decay_to_64kt,2018-10-10 19:15:00,2018-10-10 20:45:00,1.75,1.5,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12063210700,12,063,30.800195185390773,-85.1793669832679,AL142018,MICHAEL,2018-10-10 18:00:00,9.614060711663187,17.805239376001953,NE,35.0,True,AL142018_12063210700,137.1137718157922,137.1137718157922,11.909859367864565,30.70898819715479,-85.04762355581592,10.0,True,rmw_plateau,2018-10-10 19:00:00,2018-10-10 21:30:00,2.75,2.5,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12063210600,12,063,30.72803493752734,-85.25262367036733,AL142018,MICHAEL,2018-10-10 18:00:00,10.76346528926969,19.933936526762484,NE,35.0,True,AL142018_12063210600,137.051894429746,137.051894429746,11.27010575700224,30.625923740036573,-85.10512971843622,10.0,True,rmw_plateau,2018-10-10 18:45:00,2018-10-10 21:15:00,2.75,2.5,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12063210100,12,063,30.959854527609313,-85.15310915900848,AL142018,MICHAEL,2018-10-11 00:00:00,13.771503475380896,25.50482291516343,SW,,,AL142018_12063210100,97.35248765982541,108.35542441718911,7.555540052620479,30.829206574247927,-84.96439544859759,10.0,False,rmw_decay_to_64kt,2018-10-10 19:45:00,2018-10-10 22:00:00,2.5,2.25,True,865,timeline,60.0,48.0,30.0,18.0,6.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12063210200,12,063,30.912716139266934,-85.34746894759154,AL142018,MICHAEL,2018-10-10 18:00:00,21.749671046104755,40.28038837485146,NE,35.0,True,AL142018_12063210200,70.25451349572005,137.11209044042045,0.9112118031075731,30.706380642671608,-85.04942878584274,10.0,False,rmw_decay_to_64kt,2018-10-10 19:45:00,2018-10-10 21:00:00,1.5,1.25,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005001404,12,005,30.235689495107117,-85.67538542114941,AL142018,MICHAEL,2018-10-10 18:00:00,15.736382166565715,29.143778034191264,NW,25.0,True,AL142018_12005001404,117.42268650505108,137.03987171042306,11.071799987416457,30.118397427625936,-85.44080128618704,10.0,False,rmw_decay_to_64kt,2018-10-10 16:30:00,2018-10-10 18:45:00,2.5,2.25,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005000806,12,005,30.12084100151347,-85.56626971317152,AL142018,MICHAEL,2018-10-10 17:30:00,6.798910330261629,12.591581180616307,NW,25.0,True,AL142018_12005000806,138.24569550331051,138.24569550331051,19.05713216995624,30.07016491594217,-85.46491754202891,10.0,True,rmw_plateau,2018-10-10 16:00:00,2018-10-10 19:30:00,3.75,3.5,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005000805,12,005,30.1380565356218,-85.57877016346178,AL142018,MICHAEL,2018-10-10 17:30:00,7.931696143045098,14.68950038076034,NW,25.0,True,AL142018_12005000805,138.02638042294663,138.02638042294663,18.044593014732957,30.07893716311273,-85.46053141844364,10.0,True,rmw_plateau,2018-10-10 16:00:00,2018-10-10 19:30:00,3.75,3.5,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005000803,12,005,30.1590002164985,-85.58065122591684,AL142018,MICHAEL,2018-10-10 18:00:00,8.594622477183714,15.917239878356206,SW,25.0,True,AL142018_12005000803,137.62630909541394,137.62630909541394,17.452646381559834,30.09493968283207,-85.45253015858397,10.0,True,rmw_plateau,2018-10-10 16:15:00,2018-10-10 19:30:00,3.5,3.25,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005990000,12,005,30.072988429421898,-85.7052447022706,AL142018,MICHAEL,2018-10-10 17:30:00,12.351881801710295,22.875683732341187,NW,25.0,True,AL142018_12005990000,132.42152686262992,139.03947608941414,14.253559435343963,29.94438577293013,-85.5444913816559,10.0,False,rmw_decay_to_64kt,2018-10-10 15:30:00,2018-10-10 18:30:00,3.25,3.0,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12133970102,12,133,30.721418742187225,-85.55842323890614,AL142018,MICHAEL,2018-10-10 18:00:00,25.6230660723397,47.45391553557163,NW,25.0,False,AL142018_12133970102,64.0,136.87355095010392,0.0,30.47833699391049,-85.20730515806197,10.0,False,rmw_decay_to_64kt,2018-10-10 19:15:00,2018-10-10 19:30:00,0.5,0.25,True,865,timeline,54.0,42.0,24.0,12.0,0.5,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005002604,12,005,30.16767031038981,-85.76916892951031,AL142018,MICHAEL,2018-10-10 17:30:00,18.89570604289208,34.99484550415921,NW,25.0,True,AL142018_12005002604,104.59430146749017,139.38618996864645,8.6354440677812,29.97093607730583,-85.52325113815533,10.0,False,rmw_decay_to_64kt,2018-10-10 16:15:00,2018-10-10 18:15:00,2.25,2.0,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005002608,12,005,30.14915863543943,-85.71819992647518,AL142018,MICHAEL,2018-10-10 17:30:00,15.712183018099047,29.098961213904104,NW,25.0,True,AL142018_12005002608,119.06457707384789,139.19871926408788,11.085130747262218,30.03204693776148,-85.48397653111927,10.0,False,rmw_decay_to_64kt,2018-10-10 16:00:00,2018-10-10 18:30:00,2.75,2.5,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
12005002400,12,005,30.178607882224178,-85.71937036908074,AL142018,MICHAEL,2018-10-10 17:30:00,16.565201771976188,30.678751851857534,NW,25.0,True,AL142018_12005002400,114.89517933901888,138.62138682440164,10.324888843488486,30.055138158147052,-85.47243092092647,10.0,False,rmw_decay_to_64kt,2018-10-10 16:15:00,2018-10-10 18:30:00,2.5,2.25,True,865,timeline,53.5,41.5,23.5,11.5,0.0,40.0,2018-10-10 17:30:00,2018-10-10 06:00:00
