storm_name,tract_geoid,distance_km,max_wind_experienced_kt,duration_in_envelope_hours,lead_time_cat1_hours,lead_time_cat2_hours,lead_time_cat3_hours,lead_time_cat4_hours
KATRINA,22051025202,48.49903036409659,104.14050022527458,8.0,88.25,68.75,50.75,32.75
KATRINA,22051025300,49.60361137516783,103.5310969291424,8.0,88.25,68.75,50.75,32.75
KATRINA,22051025400,49.904630440909976,103.46334111698177,8.0,88.25,68.75,50.75,32.75
KATRINA,22051025600,50.72319345632,102.93089726719876,7.75,88.25,68.75,50.75,32.75
KATRINA,22051025700,49.611865254675095,103.43653450253947,7.75,88.25,68.75,50.75,32.75
KATRINA,22051026000,52.76513026510027,101.90914980406524,7.75,88.25,68.75,50.75,32.75
KATRINA,22051026100,51.60287216565717,102.58401452395776,8.0,88.25,68.75,50.75,32.75
KATRINA,22051026200,52.39468072619165,102.24263596628722,8.0,88.25,68.75,50.75,32.75
KATRINA,22051026300,53.79074251074038,101.45497477288868,8.0,88.25,68.75,50.75,32.75
KATRINA,22093040600,125.17173480062698,64.70030058284823,1.5,88.25,68.75,50.75,32.75
KATRINA,22093040300,125.9863516668233,64.28002132917692,1.25,88.25,68.75,50.75,32.75
KATRINA,22093040100,120.52152995236548,67.32822900321023,2.0,88.25,68.75,50.75,32.75
KATRINA,22071006900,54.62624513298935,100.69818109278248,7.5,88.25,68.75,50.75,32.75
KATRINA,22071007000,55.734049906307646,100.0885473077613,7.5,88.25,68.75,50.75,32.75
KATRINA,22093040700,121.91956316497668,66.3754093366954,2.5,88.25,68.75,50.75,32.75
KATRINA,22093040200,122.61827459576423,65.971531655999,1.75,88.25,68.75,50.75,32.75
KATRINA,22051026400,54.2566024174357,101.27000513174944,8.0,88.25,68.75,50.75,32.75
KATRINA,22051026500,55.03211815335325,100.8618091639788,8.0,88.25,68.75,50.75,32.75
KATRINA,22051026600,55.07502006792397,100.75509146095833,7.75,88.25,68.75,50.75,32.75
KATRINA,22051026700,56.00586964852901,100.35204127903056,8.0,88.25,68.75,50.75,32.75
KATRINA,22051026800,56.75838170204924,99.96900316859649,8.0,88.25,68.75,50.75,32.75
KATRINA,22051026900,57.372333505044274,99.59479273736248,7.75,88.25,68.75,50.75,32.75
KATRINA,22051027000,58.48825683090718,99.06162354777624,7.75,88.25,68.75,50.75,32.75
